Date,Open,High,Low,Close
2010-11-23,11.0875,11.133929,10.948571,11.026071
2010-11-24,11.142857,11.264286,11.133929,11.242857
2010-11-26,11.205,11.346429,11.176429,11.25
2010-11-29,11.267857,11.338571,11.120714,11.316786
2010-11-30,11.197857,11.227143,11.1025,11.1125
2010-12-01,11.259643,11.348214,11.25,11.3
2010-12-02,11.340357,11.392857,11.246071,11.3625
2010-12-03,11.321786,11.380357,11.297857,11.337143
2010-12-06,11.38,11.511786,11.372143,11.433929
2010-12-07,11.564286,11.571071,11.361429,11.364643
2010-12-08,11.415357,11.465,11.325357,11.464643
2010-12-09,11.504643,11.517857,11.393571,11.42
2010-12-10,11.416071,11.466071,11.378571,11.448571
2010-12-13,11.584643,11.609286,11.464286,11.488214
2010-12-14,11.490357,11.519286,11.392857,11.438929
2010-12-15,11.428571,11.535714,11.399643,11.441429
2010-12-16,11.4675,11.521786,11.432143,11.473214
2010-12-17,11.486786,11.4925,11.436786,11.450357
2010-12-20,11.485714,11.544643,11.365357,11.5075
2010-12-21,11.535714,11.585357,11.501786,11.578571
2010-12-22,11.584286,11.632857,11.555357,11.612857
2010-12-23,11.607143,11.6125,11.541786,11.557143
2010-12-27,11.530357,11.622857,11.482857,11.595714
2010-12-28,11.639643,11.666429,11.609286,11.623929
2010-12-29,11.650714,11.658929,11.610714,11.6175
2010-12-30,11.624286,11.625357,11.5375,11.559286
2010-12-31,11.533929,11.552857,11.475357,11.52
2011-01-03,11.63,11.795,11.601429,11.770357
2011-01-04,11.872857,11.875,11.719643,11.831786
2011-01-05,11.769643,11.940714,11.767857,11.928571
2011-01-06,11.954286,11.973214,11.889286,11.918929
2011-01-07,11.928214,12.0125,11.853571,12.004286
2011-01-10,12.101071,12.258214,12.041786,12.230357
2011-01-11,12.317143,12.32,12.123929,12.201429
2011-01-12,12.258929,12.301071,12.214286,12.300714
2011-01-13,12.327143,12.38,12.280357,12.345714
2011-01-14,12.353214,12.445714,12.301429,12.445714
2011-01-18,11.768571,12.312857,11.642857,12.166071
2011-01-19,12.441071,12.45,12.031429,12.101429
2011-01-20,12.015357,12.082143,11.79,11.881429
2011-01-21,11.920357,11.96,11.665357,11.668571
2011-01-24,11.673929,12.051786,11.668571,12.051786
2011-01-25,12.011786,12.194286,11.948929,12.192857
2011-01-26,12.248571,12.342857,12.196429,12.280357
2011-01-27,12.277857,12.310357,12.243929,12.2575
2011-01-28,12.291786,12.3,11.911786,12.003571
2011-01-31,11.992857,12.144286,11.939286,12.118571
2011-02-01,12.189286,12.344643,12.177857,12.3225
2011-02-02,12.301786,12.330357,12.269643,12.297143
2011-02-03,12.278571,12.294286,12.091071,12.265714
2011-02-04,12.272857,12.382143,12.268214,12.375
2011-02-07,12.424643,12.616071,12.415714,12.567143
2011-02-08,12.631429,12.697143,12.576786,12.685714
2011-02-09,12.685357,12.821429,12.673929,12.791429
2011-02-10,12.763929,12.857143,12.428571,12.662143
2011-02-11,12.669643,12.778571,12.626429,12.744643
2011-02-14,12.7425,12.838571,12.739643,12.827857
2011-02-15,12.828214,12.856071,12.769643,12.853571
2011-02-16,12.885714,13.032143,12.875,12.968929
2011-02-17,12.758929,12.866786,12.732857,12.796429
2011-02-18,12.811071,12.839286,12.482857,12.52
2011-02-22,12.219643,12.335714,12.061429,12.093214
2011-02-23,12.098929,12.308571,12.093214,12.236429
2011-02-24,12.286429,12.326786,12.084643,12.245714
2011-02-25,12.330714,12.443929,12.314286,12.434286
2011-02-28,12.544286,12.680357,12.54,12.614643
2011-03-01,12.695357,12.704286,12.417143,12.475357
2011-03-02,12.498571,12.655357,12.442857,12.575714
2011-03-03,12.756786,12.849643,12.711429,12.841429
2011-03-04,12.859643,12.8675,12.776786,12.857143
2011-03-07,12.907143,12.916786,12.546786,12.691429
2011-03-08,12.675357,12.764286,12.580357,12.705714
2011-03-09,12.6675,12.67,12.521429,12.588214
2011-03-10,12.468571,12.491786,12.317857,12.381071
2011-03-11,12.333214,12.582857,12.321429,12.571071
2011-03-14,12.613571,12.731429,12.546786,12.627143
2011-03-15,12.217857,12.422857,12.146429,12.336786
2011-03-16,12.214286,12.25,11.652143,11.786071
2011-03-17,12.029643,12.128929,11.809286,11.951429
2011-03-18,12.040357,12.078571,11.785714,11.809643
2011-03-21,11.999643,12.133571,11.973571,12.117857
2011-03-22,12.234286,12.236429,12.112143,12.185714
2011-03-23,12.117143,12.150714,11.998214,12.113929
2011-03-24,12.208929,12.357143,12.102143,12.320357
2011-03-25,12.431071,12.573571,12.393571,12.555
2011-03-28,12.6125,12.654286,12.515714,12.515714
2011-03-29,12.416429,12.534286,12.359286,12.534286
2011-03-30,12.522857,12.531429,12.408571,12.451071
2011-03-31,12.37,12.492857,12.359286,12.446786
2011-04-01,12.539643,12.556786,12.260714,12.305714
2011-04-04,12.296786,12.307143,12.085714,12.185357
2011-04-05,12.035357,12.223214,12,12.103214
2011-04-06,12.186429,12.282143,12.040714,12.072857
2011-04-07,12.075,12.158214,12.001071,12.074286
2011-04-08,12.14,12.148214,11.926786,11.966429
2011-04-11,11.930714,11.988214,11.786429,11.814286
2011-04-12,11.803214,11.918929,11.792857,11.871429
2011-04-13,11.965,12.005,11.875714,12.004643
2011-04-14,11.957143,12,11.859286,11.872143
2011-04-15,11.903571,11.915714,11.671429,11.695
2011-04-18,11.646429,11.865357,11.434286,11.851786
2011-04-19,11.896429,12.070714,11.846786,12.066429
2011-04-20,12.268214,12.348214,12.196429,12.228929
2011-04-21,12.678571,12.683214,12.447143,12.525
2011-04-25,12.512143,12.633929,12.510714,12.6075
2011-04-26,12.629286,12.678214,12.476786,12.515
2011-04-27,12.58,12.583929,12.396429,12.505357
2011-04-28,12.363929,12.491071,12.34,12.383929
2011-04-29,12.385,12.641071,12.381071,12.504643
2011-05-02,12.490714,12.516786,12.339286,12.367143
2011-05-03,12.428214,12.496071,12.343571,12.435714
2011-05-04,12.437857,12.565357,12.388571,12.484643
2011-05-05,12.442857,12.533929,12.358929,12.383929
2011-05-06,12.488929,12.5,12.364643,12.380714
2011-05-09,12.423571,12.471429,12.376071,12.414286
2011-05-10,12.460357,12.488929,12.380714,12.480357
2011-05-11,12.465,12.5,12.33,12.401071
2011-05-12,12.361429,12.397143,12.223929,12.3775
2011-05-13,12.345,12.366071,12.155357,12.160714
2011-05-16,12.114286,12.186429,11.878571,11.903571
2011-05-17,11.857143,12.005,11.811786,12.005
2011-05-18,12.016786,12.180357,12,12.138214
2011-05-19,12.217143,12.228929,12.095357,12.161786
2011-05-20,12.127143,12.176786,11.965,11.972143
2011-05-23,11.784643,11.999286,11.765,11.942857
2011-05-24,11.982143,11.996429,11.833571,11.863929
2011-05-25,11.908214,12.091429,11.8875,12.027857
2011-05-26,11.998929,12.031786,11.943929,11.964286
2011-05-27,11.957143,12.058214,11.939643,12.050357
2011-05-31,12.182143,12.4225,12.178571,12.4225
2011-06-01,12.459643,12.576071,12.308929,12.339643
2011-06-02,12.375,12.427857,12.296429,12.360714
2011-06-03,12.256429,12.333214,12.214643,12.265714
2011-06-06,12.346429,12.394643,12.064643,12.072857
2011-06-07,12.0775,12.079286,11.853571,11.858571
2011-06-08,11.849286,11.957143,11.808929,11.865714
2011-06-09,11.901786,11.916786,11.8125,11.838929
2011-06-10,11.805357,11.845,11.625357,11.639286
2011-06-13,11.685714,11.725357,11.609643,11.664286
2011-06-14,11.785714,11.901786,11.761071,11.872857
2011-06-15,11.776786,11.796429,11.602857,11.669643
2011-06-16,11.675,11.738571,11.368929,11.612857
2011-06-17,11.749643,11.758929,11.405714,11.437857
2011-06-20,11.334286,11.346429,11.089286,11.261429
2011-06-21,11.31,11.635714,11.257143,11.617857
2011-06-22,11.612857,11.746429,11.513571,11.521786
2011-06-23,11.390714,11.846071,11.361429,11.829643
2011-06-24,11.834643,11.898214,11.610357,11.655357
2011-06-27,11.699643,11.925,11.6875,11.858571
2011-06-28,11.916071,12.025,11.908571,11.973571
2011-06-29,12.001429,12.013214,11.852857,11.93
2011-06-30,11.953571,12.004643,11.887143,11.988214
2011-07-01,11.998214,12.267857,11.935714,12.259286
2011-07-05,12.25,12.493929,12.232143,12.479643
2011-07-06,12.4625,12.646429,12.3825,12.562857
2011-07-07,12.666786,12.785714,12.642857,12.757143
2011-07-08,12.619286,12.857143,12.578571,12.846786
2011-07-11,12.726429,12.848929,12.600714,12.642857
2011-07-12,12.626071,12.774286,12.450714,12.633929
2011-07-13,12.7975,12.857143,12.727857,12.786429
2011-07-14,12.893214,12.914643,12.726429,12.7775
2011-07-15,12.898929,13.035714,12.8275,13.032857
2011-07-18,13.051071,13.380357,13.045714,13.35
2011-07-19,13.5,13.523214,13.332857,13.458929
2011-07-20,14.147143,14.1525,13.785714,13.817857
2011-07-21,13.819643,13.930714,13.710714,13.831786
2011-07-22,13.868571,14.108929,13.848214,14.046429
2011-07-25,13.941071,14.285714,13.915,14.232143
2011-07-26,14.285714,14.446429,14.274286,14.4075
2011-07-27,14.306786,14.38,14.005357,14.021071
2011-07-28,13.986429,14.178214,13.861786,13.993571
2011-07-29,13.844286,14.1125,13.714286,13.945714
2011-08-01,14.206429,14.267857,14.013214,14.169643
2011-08-02,14.201786,14.210714,13.869643,13.889643
2011-08-03,13.963571,14.055357,13.651429,14.020357
2011-08-04,13.9075,13.975714,13.476786,13.4775
2011-08-05,13.587143,13.696429,12.948929,13.343571
2011-08-08,12.9175,13.134643,12.607857,12.614643
2011-08-09,12.903571,13.378929,12.678571,13.3575
2011-08-10,13.255357,13.380357,12.946429,12.988929
2011-08-11,13.232857,13.408929,13.025714,13.346429
2011-08-12,13.5025,13.558571,13.365357,13.463929
2011-08-15,13.558214,13.748929,13.503214,13.693214
2011-08-16,13.625714,13.691786,13.430714,13.588571
2011-08-17,13.653929,13.732857,13.5,13.587143
2011-08-18,13.244286,13.308929,12.906071,13.073214
2011-08-19,12.934643,13.107143,12.714286,12.715357
2011-08-22,13.018214,13.031429,12.681786,12.73
2011-08-23,12.867857,13.344286,12.75,13.342857
2011-08-24,13.338214,13.534286,13.235714,13.435
2011-08-25,13.038571,13.408929,13.035714,13.347143
2011-08-26,13.256071,13.707143,13.242857,13.699286
2011-08-29,13.863571,13.982143,13.857143,13.9275
2011-08-30,13.866071,13.994286,13.793214,13.928214
2011-08-31,13.948929,14.002857,13.637857,13.743929
2011-09-01,13.779286,13.833571,13.597143,13.608214
2011-09-02,13.383571,13.5,13.279643,13.358929
2011-09-06,13.120357,13.583214,13.088571,13.562143
2011-09-07,13.77,13.771429,13.642857,13.711786
2011-09-08,13.657143,13.878929,13.653929,13.719286
2011-09-09,13.711786,13.785714,13.393571,13.481429
2011-09-12,13.321429,13.602857,13.282143,13.569286
2011-09-13,13.647857,13.793214,13.580357,13.736429
2011-09-14,13.822143,14.0075,13.777143,13.903571
2011-09-15,13.979643,14.059286,13.925,14.034286
2011-09-16,14.126429,14.303571,14.108214,14.303571
2011-09-19,14.178571,14.758214,14.114286,14.701071
2011-09-20,14.830357,15.102143,14.685357,14.766071
2011-09-21,14.987143,15.056786,14.714286,14.719286
2011-09-22,14.3225,14.636429,14.167857,14.350714
2011-09-23,14.295714,14.526429,14.280357,14.439286
2011-09-26,14.280714,14.427857,13.975,14.398929
2011-09-27,14.5975,14.616071,14.216429,14.259286
2011-09-28,14.2925,14.419286,14.161071,14.178929
2011-09-29,14.354286,14.364643,13.793214,13.948929
2011-09-30,13.825714,13.888929,13.613571,13.618571
2011-10-03,13.584643,13.665714,13.3275,13.378571
2011-10-04,13.3775,13.635714,12.651429,13.303571
2011-10-05,13.137857,13.565,12.867857,13.508929
2011-10-06,13.333214,13.742143,13.278571,13.4775
2011-10-07,13.420714,13.490714,13.160357,13.207143
2011-10-10,13.538929,13.886071,13.5075,13.886071
2011-10-11,14.020357,14.399286,13.982143,14.296071
2011-10-12,14.547857,14.616071,14.290714,14.363929
2011-10-13,14.463571,14.586786,14.3875,14.586786
2011-10-14,14.886786,15.071429,14.831071,15.071429
2011-10-17,15.062143,15.239286,14.855,14.999643
2011-10-18,15.062857,15.171786,14.856786,15.08
2011-10-19,14.333929,14.586429,14.207143,14.236429
2011-10-20,14.285714,14.298214,14.078929,14.118214
2011-10-21,14.217857,14.255,13.955357,14.031071
2011-10-24,14.149286,14.517857,14.121429,14.491786
2011-10-25,14.465357,14.519643,14.192143,14.206071
2011-10-26,14.348571,14.376786,14.041071,14.307143
2011-10-27,14.555714,14.607143,14.353214,14.453214
2011-10-28,14.392857,14.5125,14.375357,14.4625
2011-10-31,14.372143,14.618929,14.323214,14.456429
2011-11-01,14.193214,14.267857,14.043571,14.161071
2011-11-02,14.288929,14.301429,14.111071,14.193214
2011-11-03,14.2525,14.407143,14.12,14.395357
2011-11-04,14.358214,14.408571,14.255714,14.294286
2011-11-07,14.2825,14.285714,14.1475,14.276071
2011-11-08,14.364643,14.571429,14.341429,14.508214
2011-11-09,14.1775,14.3175,14.079643,14.117143
2011-11-10,14.179643,14.186071,13.648214,13.757857
2011-11-11,13.8075,13.882143,13.580714,13.736429
2011-11-14,13.697143,13.758929,13.507143,13.545
2011-11-15,13.6,13.910714,13.551786,13.886786
2011-11-16,13.901786,13.969286,13.725714,13.741786
2011-11-17,13.713571,13.735,13.410714,13.478929
2011-11-18,13.532857,13.571071,13.388571,13.390714
2011-11-21,13.228571,13.274286,13.068214,13.178929
2011-11-22,13.250714,13.4975,13.247857,13.446786
2011-11-23,13.375357,13.422857,13.102857,13.106786
2011-11-25,13.157857,13.255357,12.975714,12.984643
2011-11-28,13.298214,13.454286,13.226071,13.432857
2011-11-29,13.422857,13.529643,13.221429,13.328571
2011-11-30,13.6175,13.652857,13.510714,13.65
2011-12-01,13.662143,13.892857,13.598214,13.854643
2011-12-02,13.9225,14.058214,13.877857,13.917857
2011-12-05,14.053214,14.1575,13.9425,14.036071
2011-12-06,14.018214,14.093929,13.906429,13.9625
2011-12-07,13.926071,13.962143,13.812857,13.896071
2011-12-08,13.980357,14.125,13.936786,13.952143
2011-12-09,14.030357,14.072857,13.965357,14.057857
2011-12-12,13.988571,14.067857,13.908929,13.994286
2011-12-13,14.035714,14.121429,13.825,13.886071
2011-12-14,13.810714,13.835,13.488571,13.578214
2011-12-15,13.690357,13.705,13.511071,13.533571
2011-12-16,13.584286,13.719643,13.556071,13.607857
2011-12-19,13.659643,13.744643,13.588571,13.650357
2011-12-20,13.848571,14.146429,13.830714,14.141071
2011-12-21,14.1675,14.189286,14.000357,14.158929
2011-12-22,14.178571,14.254643,14.146429,14.233929
2011-12-23,14.274643,14.413929,14.2675,14.404643
2011-12-27,14.396429,14.610357,14.393571,14.518929
2011-12-28,14.531786,14.580357,14.333571,14.38
2011-12-29,14.407143,14.4875,14.303929,14.468571
2011-12-30,14.411071,14.51,14.410357,14.464286
2012-01-03,14.621429,14.732143,14.607143,14.686786
2012-01-04,14.642857,14.81,14.617143,14.765714
2012-01-05,14.819643,14.948214,14.738214,14.929643
2012-01-06,14.991786,15.098214,14.972143,15.085714
2012-01-09,15.196429,15.276786,15.048214,15.061786
2012-01-10,15.211071,15.214286,15.053571,15.115714
2012-01-11,15.095714,15.101786,14.975357,15.091071
2012-01-12,15.081429,15.103571,14.955357,15.049643
2012-01-13,14.989286,15.016071,14.952143,14.993214
2012-01-17,15.15,15.213929,15.105714,15.167857
2012-01-18,15.248571,15.338214,15.225,15.325357
2012-01-19,15.3625,15.406071,15.2325,15.276786
2012-01-20,15.2675,15.267857,14.991071,15.010714
2012-01-23,15.095357,15.301786,15.082143,15.264643
2012-01-24,15.182143,15.182143,14.983929,15.014643
2012-01-25,16.23,16.230356,15.8475,15.952143
2012-01-26,16.012857,16.028214,15.826429,15.879643
2012-01-27,15.869286,16.017143,15.848929,15.974286
2012-01-30,15.918214,16.210714,15.906786,16.178928
2012-01-31,16.27107,16.365713,16.18107,16.302856
2012-02-01,16.371786,16.3925,16.269644,16.2925
2012-02-02,16.282143,16.327499,16.213572,16.254286
2012-02-03,16.332144,16.428572,16.27,16.417143
2012-02-06,16.370714,16.606428,16.364286,16.570356
2012-02-07,16.616072,16.776787,16.592142,16.743929
2012-02-08,16.803572,17.028214,16.775,17.024286
2012-02-09,17.17,17.741072,17.162857,17.613214
2012-02-10,17.534286,17.772142,17.448214,17.622143
2012-02-13,17.840357,17.993929,17.753214,17.950001
2012-02-14,18.023571,18.19857,17.928572,18.195
2012-02-15,18.366428,18.79607,17.746071,17.77393
2012-02-16,17.553572,18.031786,17.379642,17.936071
2012-02-17,17.968214,18.134644,17.867857,17.932858
2012-02-21,18.102858,18.387501,18.004286,18.387501
2012-02-22,18.324286,18.410357,18.18107,18.322857
2012-02-23,18.395714,18.493929,18.196428,18.442499
2012-02-24,18.559643,18.674999,18.522858,18.657499
2012-02-27,18.618214,18.875,18.438572,18.777143
2012-02-28,18.855715,19.121786,18.780357,19.121786
2012-02-29,19.341429,19.557501,19.132143,19.372856
2012-03-01,19.577499,19.57893,19.241785,19.445356
2012-03-02,19.437143,19.52857,19.375713,19.470715
2012-03-05,19.479286,19.552856,18.785713,19.04143
2012-03-06,18.702143,19.060356,18.436428,18.937857
2012-03-07,19.171429,19.206429,18.689285,18.953215
2012-03-08,19.096071,19.3925,19.004286,19.356787
2012-03-09,19.436071,19.562143,19.396786,19.470358
2012-03-12,19.606428,19.714287,19.535713,19.714287
2012-03-13,19.912144,20.292143,19.848213,20.289286
2012-03-14,20.644644,21.24,20.549999,21.056429
2012-03-15,21.414642,21.428928,20.6625,20.912857
2012-03-16,20.882856,21.042856,20.642857,20.913214
2012-03-19,21.370358,21.491785,21.0375,21.467857
2012-03-20,21.411072,21.674999,21.124287,21.64143
2012-03-21,21.526428,21.773214,21.47893,21.517857
2012-03-22,21.349285,21.589287,21.268929,21.405001
2012-03-23,21.446072,21.492857,21.228571,21.2875
2012-03-26,21.42107,21.683929,21.259287,21.677856
2012-03-27,21.649286,22.01,21.645,21.945715
2012-03-28,22.084999,22.194643,21.796785,22.057858
2012-03-29,21.885,22.02,21.686787,21.780714
2012-03-30,21.741785,21.805714,21.355,21.4125
2012-04-02,21.493929,22.098928,21.442142,22.093929
2012-04-03,22.40357,22.57893,22.2325,22.475714
2012-04-04,22.298214,22.352142,22.035713,22.296785
2012-04-05,22.392143,22.66643,22.264286,22.63143
2012-04-09,22.361786,22.851429,22.332144,22.7225
2012-04-10,22.854643,23,22.357143,22.444286
2012-04-11,22.72143,22.745358,22.262142,22.364286
2012-04-12,22.321428,22.547501,22.160713,22.241785
2012-04-13,22.289642,22.310715,21.553928,21.615356
2012-04-16,21.787857,21.795713,20.651787,20.718929
2012-04-17,20.67643,21.785713,20.425358,21.775
2012-04-18,21.918571,22.151787,21.525356,21.726429
2012-04-19,21.436428,21.5975,20.875713,20.98
2012-04-20,21.120714,21.236429,20.372143,20.463572
2012-04-23,20.378929,20.595358,19.879286,20.417856
2012-04-24,20.093214,20.274643,19.821428,20.01
2012-04-25,21.987143,22.071428,21.642857,21.785713
2012-04-26,21.938213,21.953215,21.504642,21.703571
2012-04-27,21.609644,21.649286,21.446428,21.535713
2012-04-30,21.35,21.371429,20.821428,20.856428
2012-05-01,20.889286,21.312857,20.758215,20.790358
2012-05-02,20.722857,20.978571,20.673571,20.927856
2012-05-03,21.089287,21.121429,20.725,20.779285
2012-05-04,20.610001,20.655714,20.184643,20.1875
2012-05-07,20.053572,20.456072,20.043928,20.338572
2012-05-08,20.342142,20.410713,19.954643,20.292143
2012-05-09,20.132143,20.499287,20.030357,20.327856
2012-05-10,20.520714,20.567142,20.30143,20.375713
2012-05-11,20.178572,20.516787,20.155357,20.239643
2012-05-14,20.091785,20.268213,19.914286,19.936428
2012-05-15,20.051786,20.115,19.705357,19.756071
2012-05-16,19.7875,19.888929,19.322857,19.502857
2012-05-17,19.475357,19.553572,18.932858,18.932858
2012-05-18,19.07,19.407499,18.649286,18.942142
2012-05-21,19.089287,20.055,19.073214,20.045713
2012-05-22,20.34107,20.495714,19.735001,19.891787
2012-05-23,19.910713,20.457144,19.758215,20.377144
2012-05-24,20.566786,20.589287,20.043928,20.190001
2012-05-25,20.163929,20.208929,19.945356,20.081785
2012-05-29,20.389286,20.5,20.189644,20.438213
2012-05-30,20.328571,20.713928,20.234285,20.684643
2012-05-31,20.740713,20.767857,20.409286,20.633215
2012-06-01,20.327143,20.451786,20.018572,20.035357
2012-06-04,20.053572,20.267857,19.589287,20.153214
2012-06-05,20.045357,20.231071,19.940357,20.10107
2012-06-06,20.2775,20.494642,20.196428,20.409286
2012-06-07,20.6175,20.61857,20.375,20.418571
2012-06-08,20.414286,20.735001,20.321428,20.725714
2012-06-11,20.99,21.017857,20.379642,20.39893
2012-06-12,20.51643,20.593571,20.239286,20.577143
2012-06-13,20.518572,20.66,20.370714,20.434286
2012-06-14,20.401428,20.482143,20.259287,20.411785
2012-06-15,20.392857,20.522142,20.34107,20.504642
2012-06-18,20.39143,20.996071,20.370358,20.920713
2012-06-19,20.835714,21.071428,20.825001,20.97893
2012-06-20,21.0075,21.044643,20.742857,20.919287
2012-06-21,20.908571,21.007856,20.622856,20.631071
2012-06-22,20.68,20.7925,20.550714,20.789286
2012-06-25,20.617857,20.707144,20.370358,20.384644
2012-06-26,20.404642,20.5175,20.261786,20.429644
2012-06-27,20.535713,20.597857,20.425714,20.517857
2012-06-28,20.416786,20.5,20.200357,20.323214
2012-06-29,20.642857,20.857143,20.508928,20.857143
2012-07-02,20.883215,21.195356,20.842857,21.161428
2012-07-03,21.245714,21.428572,21.214287,21.407499
2012-07-05,21.44857,21.940714,21.416071,21.783571
2012-07-06,21.681786,21.73,21.485001,21.638571
2012-07-09,21.617857,21.924999,21.575357,21.924643
2012-07-10,22.070356,22.138214,21.618214,21.721786
2012-07-11,21.647142,21.702143,21.329287,21.586786
2012-07-12,21.437143,21.5525,21.167143,21.389286
2012-07-13,21.53393,21.685356,21.428572,21.606071
2012-07-16,21.611429,21.843571,21.607857,21.675358
2012-07-17,21.813929,21.839287,21.541071,21.67643
2012-07-18,21.663929,21.726429,21.555714,21.652143
2012-07-19,21.831429,21.976786,21.642857,21.940001
2012-07-20,21.893929,21.944286,21.560715,21.582144
2012-07-23,21.228571,21.639286,20.989643,21.565357
2012-07-24,21.692142,21.774286,21.375357,21.46143
2012-07-25,20.51643,20.742857,20.357143,20.534643
2012-07-26,20.705713,20.728571,20.370001,20.531429
2012-07-27,20.536072,20.922501,20.413929,20.898571
2012-07-30,21.104286,21.408571,20.99357,21.251072
2012-07-31,21.543928,21.84643,21.525715,21.812857
2012-08-01,21.996786,22.014286,21.535713,21.671785
2012-08-02,21.530001,21.810356,21.4375,21.706785
2012-08-03,21.915358,22.070715,21.841429,21.989286
2012-08-06,22.04607,22.316786,21.973572,22.233929
2012-08-07,22.241785,22.321428,22.072857,22.175358
2012-08-08,22.121071,22.281429,22.039286,22.137857
2012-08-09,22.066071,22.204643,22.064285,22.168928
2012-08-10,22.096786,22.205713,22.09643,22.203571
2012-08-13,22.263929,22.5,22.258928,22.5
2012-08-14,22.566786,22.807501,22.5075,22.560356
2012-08-15,22.546429,22.642857,22.419643,22.529642
2012-08-16,22.543215,22.741428,22.517857,22.726429
2012-08-17,22.857143,23.149643,22.814644,23.146786
2012-08-20,23.214643,23.755358,23.210714,23.755358
2012-08-21,23.957857,24.102858,23.22607,23.430714
2012-08-22,23.372143,23.892857,23.146786,23.888214
2012-08-23,23.789642,23.924999,23.612499,23.665358
2012-08-24,23.553928,23.91,23.4125,23.686428
2012-08-27,24.285357,24.316786,24.055,24.13143
2012-08-28,24.106428,24.146429,23.952499,24.1
2012-08-29,24.116072,24.202499,24.021429,24.0525
2012-08-30,23.951429,23.983929,23.673214,23.709642
2012-08-31,23.830357,23.878571,23.473213,23.758572
2012-09-04,23.777143,24.112143,23.732143,24.106071
2012-09-05,24.127501,24.155357,23.914286,23.936787
2012-09-06,24.041786,24.224644,23.957144,24.1525
2012-09-07,24.21607,24.374287,24.134644,24.30143
2012-09-10,24.301786,24.403214,23.646429,23.669287
2012-09-11,23.753929,23.932142,23.446428,23.592501
2012-09-12,23.816071,23.924999,23.428572,23.92107
2012-09-13,24.191786,24.482143,24.098928,24.392143
2012-09-14,24.64143,24.892143,24.567499,24.688572
2012-09-17,24.976786,24.992857,24.807501,24.992144
2012-09-18,24.995714,25.083214,24.872143,25.068214
2012-09-19,25.009287,25.1425,24.984644,25.075001
2012-09-20,24.969999,25.002144,24.772142,24.953571
2012-09-21,25.086071,25.18107,24.977142,25.003214
2012-09-24,24.530714,24.825714,24.392857,24.67107
2012-09-25,24.580713,24.742144,24.035713,24.055
2012-09-26,23.883572,24.024643,23.614286,23.75643
2012-09-27,23.724644,24.363214,23.583929,24.332857
2012-09-28,24.241072,24.325357,23.8125,23.825001
2012-10-01,23.969999,24.169643,23.446428,23.549643
2012-10-02,23.63607,23.798214,23.237499,23.618214
2012-10-03,23.745001,23.995001,23.665358,23.980356
2012-10-04,23.973213,24.080357,23.769644,23.814285
2012-10-05,23.757143,23.785713,23.26,23.306786
2012-10-08,23.102858,23.127144,22.718214,22.791786
2012-10-09,22.808929,22.874643,22.269644,22.708929
2012-10-10,22.847857,23.035,22.75,22.889643
2012-10-11,23.089287,23.114286,22.432142,22.432142
2012-10-12,22.484285,22.692142,22.332144,22.489643
2012-10-15,22.583929,22.683214,22.280357,22.67
2012-10-16,22.691786,23.225,22.535713,23.206785
2012-10-17,23.173929,23.313929,23,23.021786
2012-10-18,22.842501,22.930714,22.5,22.594286
2012-10-19,22.5375,22.563213,21.772142,21.780001
2012-10-22,21.872143,22.692142,21.812857,22.643929
2012-10-23,22.535713,22.639286,21.84643,21.905714
2012-10-24,22.194286,22.376785,21.808571,22.029642
2012-10-25,22.142857,22.214287,21.626785,21.769285
2012-10-26,21.765356,21.928572,21.107143,21.571428
2012-10-31,21.245714,21.498571,20.989286,21.261429
2012-11-01,21.365,21.535713,21.220358,21.305
2012-11-02,21.281786,21.319643,20.526787,20.6
2012-11-05,20.84,20.991785,20.628571,20.879286
2012-11-06,21.079643,21.097857,20.717501,20.816071
2012-11-07,20.494286,20.519285,19.848213,19.928572
2012-11-08,20.022499,20.079643,19.1175,19.205357
2012-11-09,19.300714,19.817142,19.061428,19.537857
2012-11-12,19.791071,19.803572,19.237499,19.386786
2012-11-13,19.246786,19.66,19.155714,19.389286
2012-11-14,19.482143,19.551786,19.149286,19.174286
2012-11-15,19.1975,19.267857,18.665001,18.772142
2012-11-16,18.757143,18.928572,18.0625,18.845715
2012-11-19,19.311071,20.267857,19.281429,20.204643
2012-11-20,20.425358,20.426786,19.806429,20.032499
2012-11-21,20.151787,20.263214,19.878571,20.060715
2012-11-23,20.256071,20.428572,20.092857,20.410713
2012-11-26,20.567858,21.071428,20.489643,21.054644
2012-11-27,21.055357,21.08643,20.717857,20.885
2012-11-28,20.616785,20.921429,20.437857,20.819286
2012-11-29,21.079287,21.223213,20.901787,21.048571
2012-11-30,20.956785,21.014286,20.809999,20.902857
2012-12-03,21.201786,21.235357,20.910713,20.935356
2012-12-04,20.77857,20.77857,20.433214,20.566071
2012-12-05,20.318214,20.330357,19.241785,19.2425
2012-12-06,18.890715,19.76107,18.522499,19.544287
2012-12-07,19.764286,19.828571,18.928572,19.044643
2012-12-10,18.75,19.2325,18.627857,18.922144
2012-12-11,19.2775,19.627144,19.191786,19.335358
2012-12-12,19.563213,19.571428,19.1525,19.25
2012-12-13,18.969643,19.201429,18.77857,18.9175
2012-12-14,18.383928,18.504642,18.056429,18.206785
2012-12-17,18.176071,18.571428,17.901072,18.529642
2012-12-18,18.75,19.103571,18.580357,19.067858
2012-12-19,18.981071,19.060715,18.767857,18.796785
2012-12-20,18.928572,18.935715,18.531429,18.633215
